Date,Close/Last,Volume,Open,High,Low
2024-06-17,149.5,5158771,147.0,150.12,146.775
2024-06-14,145.97,2754612,145.5,146.05,144.28
2024-06-13,146.1,4450397,148.99,149.0,143.73
2024-06-12,149.32,3579847,149.99,150.29,148.621
2024-06-11,147.75,3285755,147.97,148.795,146.48
2024-06-10,148.07,3080317,146.01,148.32,146.0
2024-06-07,146.66,2595555,146.2,147.03,145.38
2024-06-06,147.0,3463102,145.51,148.79,145.155
2024-06-05,145.78,3121512,147.98,148.7,145.141
2024-06-04,147.08,3048535,145.82,147.92,145.44
2024-06-03,146.25,3843406,145.74,146.96,144.36
2024-05-31,144.93,3778585,145.78,146.43,142.57
2024-05-30,145.52,3576681,145.4,147.59,144.41
2024-05-29,146.61,2570900,144.88,147.13,144.7342
2024-05-28,147.01,5741611,146.0,147.87,145.11
2024-05-24,144.47,4497760,142.5,145.97,142.3
2024-05-23,141.04,3900851,142.58,143.44,140.82
2024-05-22,142.71,3190821,143.94,144.21,142.36
2024-05-21,144.1,4484983,145.71,145.71,144.09
2024-05-20,146.37,3747439,146.18,146.48,145.21
2024-05-17,145.66,3279035,146.81,147.495,145.305
2024-05-16,147.19,3827765,146.34,147.79,145.85
2024-05-15,145.8,5996014,147.57,147.69,144.75
2024-05-14,146.7,4167440,149.4,149.4,146.31
2024-05-13,149.13,5647508,147.05,149.24,145.7
2024-05-10,146.32,5524840,147.75,148.12,144.63
2024-05-09,147.05,14802560,146.6,150.005,145.5701
2024-05-08,157.9,8236465,157.1,158.62,155.84
2024-05-07,159.81,2916232,161.81,162.88,159.75
2024-05-06,162.0,2912176,161.0,162.41,160.17
2024-05-03,159.71,4529908,161.81,165.5,159.15
2024-05-02,158.33,4778430,157.21,158.4,153.2
2024-05-01,156.16,2752108,157.58,160.95,156.0
2024-04-30,158.57,3017911,160.56,162.09,158.52
2024-04-29,162.25,2312554,164.75,165.5,161.28
2024-04-26,164.23,2821077,163.68,165.16,162.77
2024-04-25,163.01,2401828,161.51,163.73,159.5
2024-04-24,162.84,3854493,164.475,166.7446,161.09
2024-04-23,160.95,3455413,157.24,161.14,156.7
2024-04-22,156.61,3029952,156.19,157.25,153.765
2024-04-19,155.01,3904759,159.54,160.335,154.56
2024-04-18,160.1,3930357,159.6,162.94,159.21
2024-04-17,158.37,3905042,158.45,159.7,156.41
2024-04-16,156.66,2728607,155.83,158.94,155.3
2024-04-15,155.6,3723317,161.81,162.9,154.41
2024-04-12,159.37,3700504,162.42,162.7123,158.78
2024-04-11,165.42,3580302,159.0,166.22,158.9
2024-04-10,160.28,2478757,159.63,160.96,158.63
2024-04-09,162.66,2290960,161.55,163.205,159.91
2024-04-08,160.27,2299005,160.36,161.18,159.29
2024-04-05,161.77,2225889,159.15,162.71,158.9
2024-04-04,158.84,3539700,161.22,163.65,158.52
2024-04-03,159.34,2288078,158.75,161.33,158.58
2024-04-02,160.11,4000867,160.95,160.98,158.68
2024-04-01,163.37,2496282,166.43,166.72,162.75
